district,address,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Huangpu,淡水路91弄3号,16000.0,3,2,2,0,100,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,岳阳路77弄17号,16000.0,1,1,1,0,60,0,public housing,residential,1,1,0,0,0,0,1,0,3
Jing'an,富民路156弄1号,16000.0,4,1,1,0,100,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Jing'an,延安中路1157弄,16000.0,2,2,2,1,72,0,attached lane house,residential,0,0,0,0,1,0,0,1,2
Huangpu,泰康路10弄1号,16000.0,2,2,1,0,70,0,public housing,residential,1,1,0,0,0,0,0,0,2
Huangpu,淮海中路526弄77号,16000.0,2,2,2,0,120,0,attached lane house,multi-use,1,0,0,0,0,1,0,0,2
Xuhui,天平路288弄28号,16000.0,2,1,1,0,36,1,attached lane house,residential,1,1,0,0,0,0,0,0,2
Jing'an,南京西路1081弄,16000.0,2,2,1,0,110,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Xuhui,淮海中路1710弄4号,16000.0,1,2,1,0,80,0,public housing,residential,1,1,1,0,1,0,1,0,5
Xuhui,延庆路29弄3号,16000.0,2,2,2,0,101,0,detached lane house,residential,1,1,0,0,1,1,0,0,4
Huangpu,复兴中路553弄58号,16000.0,2,2,2,0,130,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Huangpu,陕西南路83弄,16000.0,1,2,2,0,54,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,襄阳南路66弄10号,16000.0,2,2,1,1,80,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Jing'an,延安中路545弄10号,16000.0,2,2,2,0,120,0,attached lane house,residential,0,0,0,0,0,1,0,0,1
Xuhui,淮海中路1487弄8号,16000.0,2,2,1,0,80,0,attached lane house,multi-use,1,1,1,1,1,0,0,1,6
Xuhui,复兴中路1350弄19号,16000.0,1,2,1,0,90,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,茂名南路169弄13号,16000.0,3,2,1,0,110,0,attached lane house,residential,1,1,1,1,0,1,0,0,5
Xuhui,吴兴路30弄2号,16000.0,1,2,1,0,70,0,public housing,residential,1,1,1,0,0,1,1,0,5
Xuhui,长乐路447号,16000.0,2,2,1,0,90,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Changning,愚园路1292弄,16000.0,2,2,2,0,120,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,绍兴路19号,16000.0,1,2,1,0,80,0,public housing,residential,1,1,1,0,1,1,1,1,7
Huangpu,茂名南路133弄,16000.0,1,1,1,0,56,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,安福路250弄1号,16000.0,2,1,1,0,100,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Jing'an,南京西路591弄101号,16000.0,2,1,1,0,50,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Jing'an,愚园路七四九弄749弄,16000.0,2,2,2,0,120,0,attached lane house,residential,1,0,0,0,1,1,0,0,3
Xuhui,淮海中路1759号,16000.0,2,2,2,0,70,0,attached lane house,residential,1,1,1,0,0,0,0,0,3
Xuhui,永福路147弄69号,16000.0,2,2,1,0,70,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,武康路280弄64号,16000.0,1,2,1,0,70,0,public housing,multi-use,1,1,1,1,1,1,0,0,6
Jing'an,常德路633弄134号,16000.0,3,2,2,0,130,1,public housing,multi-use,0,1,0,0,0,1,0,0,2
Xuhui,汾阳路9弄11号,16000.0,2,2,1,0,90,0,public housing,residential,1,1,1,0,1,1,0,1,6
Xuhui,永嘉路580弄72号,16000.0,1,1,1,0,80,1,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Huangpu,南昌路278弄,16000.0,1,2,1,0,55,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,衡山路696弄5号,16000.0,1,1,1,0,90,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,巨鹿路383弄,16000.0,1,1,1,0,80,0,attached lane house,residential,1,0,0,0,1,1,1,0,4
Xuhui,五原路乌鲁木齐路口,16000.0,1,2,1,0,71,0,detached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,襄阳北路66弄10号,16000.0,2,2,2,1,80,0,attached lane house,multi-use,1,1,0,0,0,0,1,0,3
Xuhui,建国西路316弄36号,16000.0,4,0,2,0,100,1,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,乌鲁木齐中路261弄5号,16200.0,2,2,2,0,85,0,detached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,高安路18弄2号,16500.0,1,1,1,0,56,0,detached lane house,multi-use,1,1,0,0,0,0,1,0,3
Xuhui,复兴西路22弄2号,16500.0,1,1,1,0,80,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Huangpu,威海路92弄4号,16500.0,2,2,2,0,96,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,乌鲁木齐北路498弄33号,16500.0,2,1,1,0,90,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,江苏路186弄1号,16500.0,2,2,2,0,100,0,public housing,residential,1,1,1,0,1,1,0,0,5
Xuhui,复兴中路1350弄19号,16500.0,1,2,1,0,80,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,永康路175弄15号,16500.0,2,2,2,0,90,0,public housing,residential,1,1,1,0,1,0,0,0,4
Jing'an,威海路12弄42号,16500.0,1,2,2,0,80,0,detached lane house,multi-use,1,1,0,1,1,1,1,0,6
Huangpu,威海路12弄42号,16500.0,1,2,2,0,80,0,detached lane house,multi-use,1,1,1,1,0,1,1,0,6
Xuhui,永福路147弄35号,16500.0,2,1,1,0,80,0,public housing,residential,1,1,1,1,1,0,0,0,5
Jing'an,延安中路504弄,16500.0,1,1,2,1,50,0,detached lane house,multi-use,1,1,1,1,1,1,1,0,7
Jing'an,延安西路421弄6号,16500.0,1,2,1,0,80,0,attached lane house,multi-use,1,1,1,1,1,0,0,0,5
Jing'an,延安中路504弄,16500.0,1,1,2,1,50,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Changning,虹古路433弄7号,16500.0,4,2,2,1,200,0,villa,multi-use,0,0,0,0,1,1,0,0,2
Jing'an,武定西路1420弄,16500.0,3,2,2,1,95,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,高邮路5弄1楼,16500.0,2,2,2,0,90,0,public housing,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,建国西路384弄25号,16500.0,3,2,2,0,120,0,detached lane house,multi-use,1,1,1,1,1,1,0,0,6
Jing'an,南京西路984号,16500.0,2,2,1,1,110,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,永嘉路17号,16800.0,1,1,1,0,50,0,attached lane house,multi-use,1,0,0,0,0,1,0,0,2
Xuhui,襄阳南路166弄9号,16800.0,2,2,1,0,90,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Jing'an,巨鹿路695弄4号,16800.0,2,2,1,1,138,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Jing'an,茂名南路24弄2号,16800.0,2,1,1,0,120,0,public housing,residential,1,1,1,0,0,1,0,0,4
Xuhui,襄阳北路6弄19号,16800.0,1,2,1,0,110,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Jing'an,北京西路1220弄7号,16800.0,2,2,2,0,100,0,detached lane house,residential,1,1,0,1,0,1,0,0,4
Xuhui,建国西路384弄,16800.0,2,1,1,0,80,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,武康路280弄50号,16800.0,2,1,1,0,75,0,public housing,multi-use,1,0,1,0,0,0,1,1,4
Huangpu,淮海中路584弄8号,16800.0,3,2,2,0,160,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,五原路67号,17000.0,1,2,1,0,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,马当路336弄,17000.0,1,1,1,1,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,常熟路108弄,17000.0,2,1,1,0,95,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,南阳路30弄3号,17000.0,1,1,1,0,80,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,南昌路166弄2号,17000.0,1,2,1,0,80,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,岳阳路200弄9号,17000.0,2,1,1,0,100,0,public housing,residential,1,1,0,1,0,0,1,1,5
Xuhui,复兴中路1340弄5楼,17000.0,2,1,1,0,90,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,南昌路166弄1号,17000.0,1,1,1,0,70,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Changning,愚园路1292号,17000.0,2,2,2,0,110,0,detached lane house,multi-use,0,0,0,0,1,0,0,1,2
Qingpu,沪青平公路1655弄9号,17000.0,4,2,2,0,200,1,villa,residential,1,0,0,0,0,0,1,0,2
Xuhui,安福路55号,17000.0,2,1,2,0,90,0,attached lane house,residential,1,1,1,0,1,1,0,0,5
Jing'an,延安中路955弄11号,17500.0,3,0,1,0,100,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,延安西路955弄,17500.0,3,2,2,0,150,0,attached lane house,multi-use,1,1,0,0,0,0,0,0,2
Huangpu,襄阳南路151弄2号,17500.0,2,2,1,0,75,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Putuo,云岭西路899弄33号,17500.0,6,2,2,0,216,0,villa,residential,0,1,1,0,0,0,0,0,2
Xuhui,常熟路85弄4号,17500.0,2,1,2,0,90,0,public housing,multi-use,1,1,1,0,1,0,0,1,5
Xuhui,永康路142弄35号,17500.0,3,2,2,0,100,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Jing'an,巨鹿路695弄,17500.0,2,2,1,1,148,0,attached lane house,residential,1,1,0,1,1,1,0,0,5
Huangpu,皋兰路5弄,17800.0,1,2,1,0,90,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,延安西路1446弄6号,17800.0,2,1,1,0,80,1,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
,明兴路528弄57号,17800.0,6,3,5,0,300,1,villa,residential,1,1,1,0,1,1,1,0,6
Jing'an,南汇路72弄1号,17800.0,2,2,1,0,110,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,天平路130弄5号,17800.0,2,2,1,0,110,0,detached lane house,residential,1,1,1,0,1,1,0,0,5
Jing'an,凤阳路634号,17800.0,2,2,2,1,100,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Jing'an,延安西路421弄2号,17800.0,2,1,1,0,100,0,public housing,residential,1,1,0,0,1,0,1,1,5
Pudong,东绣路1389弄18号,17800.0,3,2,2,0,180,0,villa,multi-use,1,1,1,1,1,1,0,0,6
Pudong,商城路108弄,17900.0,2,2,1,0,88,0,attached lane house,residential,0,0,0,0,0,1,0,0,1
Xuhui,襄阳南路306弄11号,17900.0,2,2,2,1,90,0,attached lane house,multi-use,1,1,1,1,0,1,0,0,5
Huangpu,复兴中路553弄10号,18000.0,2,2,1,0,80,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,岳阳路170弄4号,18000.0,2,2,1,0,90,0,public housing,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,湖南路4弄1号,18000.0,2,2,1,0,90,0,public housing,residential,0,0,0,0,0,1,0,0,1
Huangpu,瑞金一路118弄6号,18000.0,1,1,1,0,77,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,永嘉新村带花园路,18000.0,2,2,1,0,80,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,泰安路85号,18000.0,2,2,2,0,120,0,public housing,residential,1,1,1,0,0,0,1,0,4
Xuhui,南昌路102弄10号,18000.0,2,2,1,0,125,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,淮海中路1984弄,18000.0,3,2,1,0,150,0,villa,residential,0,0,0,0,1,0,0,0,1
Minhang,银都路3399弄354号,18000.0,4,2,4,0,200,1,villa,multi-use,0,0,0,0,1,1,0,0,2
Huangpu,南昌路166弄3号,18000.0,2,2,2,0,120,0,attached lane house,residential,1,1,1,0,1,1,0,0,5
Xuhui,安福路228弄,18000.0,1,1,1,0,70,0,detached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,永嘉路527弄,18000.0,2,2,1,0,90,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,安福路220弄,18000.0,1,1,1,0,70,0,detached lane house,multi-use,0,0,0,0,0,0,0,0,0
Xuhui,宛平路6弄4号,18000.0,2,2,1,0,90,0,public housing,residential,1,1,1,0,0,1,0,0,4
Xuhui,安福路250弄1号,18000.0,2,2,1,0,110,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,桃江路21号,18000.0,1,1,1,0,70,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,桃江路21号,18000.0,1,1,1,1,70,0,detached lane house,multi-use,0,1,0,0,1,0,1,0,3
Xuhui,宛平路10弄16号,18000.0,2,1,1,0,80,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,五原路91弄91号,18000.0,2,2,1,0,100,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,淮海中路1200弄6号,18000.0,1,2,1,0,110,0,public housing,residential,1,1,1,0,0,0,1,0,4
Pudong,秀沿路1168弄,18000.0,5,2,2,0,211,0,villa,residential,0,0,0,0,1,0,0,0,1
Huangpu,南昌路178弄16号,18000.0,2,2,1,0,120,0,detached lane house,multi-use,0,0,1,0,1,0,0,0,2
Xuhui,高安路9弄12号,18000.0,2,1,1,0,63,0,public housing,residential,1,1,0,0,1,0,1,1,5
Xuhui,复兴中路1271号,18000.0,2,2,1,0,80,0,attached lane house,residential,0,1,0,0,1,1,0,0,3
Xuhui,安福189弄2号,18000.0,3,1,1,0,100,0,detached lane house,residential,0,1,1,1,1,1,0,0,5
Jing'an,常熟路85弄5号,18000.0,2,2,2,0,85,0,public housing,multi-use,1,1,1,0,1,0,0,1,5
Huangpu,长乐路43弄,18000.0,2,2,2,0,80,0,attached lane house,multi-use,1,0,0,0,1,1,1,0,4
Huangpu,长乐路43弄13号,18000.0,2,2,2,0,100,0,detached lane house,residential,1,0,0,0,1,1,0,0,3
Xuhui,长乐路611弄18号,18000.0,2,1,1,1,100,0,attached lane house,residential,1,0,0,0,1,1,0,0,3
Xuhui,富民路182弄28号,18000.0,2,2,2,0,115,0,detached lane house,residential,1,1,0,0,0,1,1,0,4
Jing'an,巨鹿路756弄,18000.0,1,1,2,0,70,0,attached lane house,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,康平路160号,18000.0,1,2,2,0,80,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,武康路69弄1号,18000.0,1,1,1,0,55,0,public housing,residential,1,1,1,0,1,0,1,0,5
Xuhui,陕西南路370弄,18000.0,2,1,1,0,80,0,public housing,residential,1,1,0,0,0,0,0,0,2
Xuhui,高安路18弄2号,18000.0,1,1,1,0,50,0,detached lane house,residential,1,0,0,0,1,0,1,0,3
Jing'an,铜仁路314弄,18000.0,2,2,2,0,145,0,public housing,residential,0,1,0,0,0,1,0,1,3
Xuhui,天平路120弄3号,18000.0,2,2,2,0,90,0,public housing,residential,1,1,1,1,0,0,0,1,5
Xuhui,富民路182弄,18000.0,2,2,2,0,115,0,detached lane house,residential,0,0,0,0,0,1,1,0,2
Xuhui,新乐路55号,18000.0,2,2,1,0,100,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,兴国路171号,18000.0,2,2,2,0,100,0,public housing,multi-use,1,1,0,0,0,0,1,0,3
Huangpu,重庆南路298弄,18000.0,2,2,1,0,97,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,万航渡路320弄30号,18000.0,1,2,1,0,80,0,detached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,五原路1号,18000.0,1,1,1,1,68,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,常熟路85弄5号,18000.0,2,2,2,0,90,0,public housing,residential,1,1,0,0,1,0,1,0,4
Xuhui,高安路100弄5号,18000.0,2,2,2,0,110,0,public housing,residential,1,1,1,0,1,1,0,1,6
Xuhui,五原路249弄,18000.0,1,1,1,1,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,巨鹿路820弄60号,18000.0,3,2,1,0,150,0,attached lane house,residential,1,0,1,0,1,0,0,0,3
Qingpu,高泾路999弄,18000.0,4,2,3,0,242,0,villa,residential,0,1,0,0,1,1,0,0,3
Xuhui,延安中路955弄,18500.0,3,2,2,0,135,0,detached lane house,multi-use,1,0,0,0,0,0,0,0,1
Huangpu,建国中路103弄40号,18500.0,1,1,1,1,110,0,attached lane house,residential,1,1,0,0,0,0,1,0,3
Xuhui,乌鲁木齐中路31弄4号,18500.0,2,2,1,0,100,0,attached lane house,residential,1,1,1,0,1,0,1,1,6
Xuhui,衡山路335弄5号,18700.0,2,2,1,0,90,0,public housing,residential,1,1,1,0,1,0,1,0,5
Jing'an,康定路863弄3号,18800.0,2,2,2,0,150,1,detached lane house,multi-use,1,1,1,0,1,0,0,0,4
Jing'an,愚园路579弄38号,18800.0,3,2,3,1,150,0,detached lane house,residential,1,1,1,0,1,1,0,0,5
Xuhui,兴国路63弄16号,18800.0,2,2,2,0,90,0,detached lane house,residential,1,1,1,0,1,0,0,0,4
Xuhui,长乐路339弄13号,18800.0,2,2,2,0,100,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,成都北路527弄,18800.0,2,2,2,0,150,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,长乐路447弄,18800.0,2,2,1,0,110,0,public housing,residential,1,1,0,0,0,0,0,0,2
Xuhui,天平路51弄23号,18800.0,3,2,2,0,135,0,detached lane house,multi-use,0,0,0,0,1,1,0,1,3
Jing'an,奉贤路61弄80号,19000.0,2,2,1,0,100,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,新乐路100弄,19000.0,1,1,2,1,70,0,attached lane house,residential,1,0,0,0,0,0,1,0,2
Jing'an,乌鲁木齐北路444弄68号,19000.0,1,1,1,0,68,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,茂名南路169弄21号,19000.0,2,2,1,0,95,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,淮海中路670弄2号,19000.0,2,2,1,0,100,0,attached lane house,residential,1,1,0,1,0,1,0,0,4
Xuhui,襄阳南路429弄2号,19000.0,3,2,3,0,180,0,detached lane house,multi-use,1,1,0,0,1,1,0,0,4
Xuhui,天平路120弄,19000.0,2,2,2,0,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,襄阳南路306弄11号,19000.0,2,2,2,0,120,0,attached lane house,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,永康路142弄54号,19000.0,4,2,2,0,200,0,attached lane house,multi-use,1,1,1,0,0,0,0,0,3
Xuhui,天平路120弄3号,19000.0,2,2,2,0,73,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,襄阳南路364号,19000.0,2,2,1,0,110,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,威海路647弄1号,19000.0,2,1,1,0,100,0,public housing,residential,1,1,0,1,0,0,0,1,4
Jing'an,愚园路457弄,19000.0,2,2,1,0,90,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,安福路250弄1号,19000.0,2,2,1,0,110,0,detached lane house,residential,1,1,0,0,0,0,1,0,3
Xuhui,长乐路594号,19500.0,3,2,2,0,135,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,永嘉路291弄43号,19500.0,2,2,2,0,90,0,attached lane house,residential,1,1,1,1,1,1,1,0,7
Xuhui,淮海中路1200弄1号,19500.0,2,2,2,0,135,0,attached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,永福路86弄1号,19500.0,2,2,1,0,80,0,public housing,residential,1,1,1,0,0,0,0,0,3
Jing'an,康定路863弄3号,19800.0,2,2,2,0,150,1,detached lane house,multi-use,1,1,1,0,1,0,0,0,4
Changning,江苏路495弄51号,19800.0,3,2,2,0,150,0,attached lane house,multi-use,1,1,0,0,1,0,0,1,4
Jing'an,武定西路1335弄,19800.0,3,2,2,0,120,0,detached lane house,residential,1,0,0,0,0,0,1,1,3
Jing'an,北京西路1312弄20号,19800.0,3,2,2,0,120,0,attached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,永嘉路495弄7号,19800.0,2,2,1,0,100,0,detached lane house,residential,1,1,0,0,1,1,1,0,5
Jing'an,常熟路85弄,19800.0,2,2,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Pudong,梅花路230弄,19800.0,2,1,1,0,80,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,余庆路90弄,19900.0,2,2,1,0,100,0,attached lane house,residential,1,0,0,0,1,0,1,0,3
,涞坊路1199弄149号,19900.0,5,3,3,0,249,1,villa,residential,0,1,1,1,1,0,0,0,4
Jing'an,富民路164弄15号,19999.0,2,2,2,0,80,0,attached lane house,residential,1,1,0,0,0,1,1,0,4
Xuhui,复兴中路1317号,20000.0,2,2,2,0,120,0,attached lane house,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,岳阳路200弄16号,20000.0,2,1,2,0,100,0,attached lane house,multi-use,1,1,0,0,1,1,0,0,4
Xuhui,淮海中路613弄46号,20000.0,3,2,2,0,150,0,detached lane house,residential,1,1,1,1,1,1,0,0,6
Huangpu,瑞金二路129弄84号,20000.0,3,1,2,0,100,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,安福路250弄1号,20000.0,2,2,1,0,110,0,public housing,residential,1,1,0,0,0,1,1,0,4
,沪亭北路1001弄353号,20000.0,4,2,3,0,300,1,villa,residential,0,1,1,1,1,1,0,0,5
Xuhui,乌鲁木齐南路396弄甲支弄2号,20000.0,1,1,1,0,90,0,detached lane house,residential,1,1,1,0,1,0,0,0,4
Xuhui,东平路2号,20000.0,2,2,1,0,70,0,attached lane house,residential,1,1,1,1,0,0,0,0,4
Changning,愚园路1088弄,20000.0,2,2,1,1,110,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,建国西路611号,20000.0,1,2,2,1,90,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Huangpu,建国西路130弄1号,20000.0,3,2,2,0,150,0,attached lane house,multi-use,0,1,1,0,1,1,0,0,4
Xuhui,泰安路85号,20000.0,2,2,2,0,120,0,detached lane house,residential,1,0,0,0,0,1,1,0,3
Jing'an,常熟路104弄,20000.0,2,2,1,0,100,0,attached lane house,residential,0,0,0,0,0,1,0,0,1
Changning,延安西路1503弄,20000.0,7,2,4,0,225,1,attached lane house,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,复兴西路53弄5号,20000.0,2,2,1,0,110,0,attached lane house,residential,1,1,1,0,0,0,1,0,4
Huangpu,延安中路545弄15号,20000.0,3,2,2,0,150,1,detached lane house,residential,0,1,1,1,1,1,0,0,5
Xuhui,陕西南路534弄2号,20000.0,2,2,1,1,100,1,detached lane house,multi-use,1,1,1,1,1,0,1,0,6
Xuhui,淮海中路1753号,20000.0,3,2,1,0,140,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,西康路173弄,20000.0,2,2,2,0,65,0,attached lane house,residential,0,1,0,0,1,1,0,0,3
Xuhui,永嘉路291弄慎成里,20000.0,2,2,2,1,90,0,attached lane house,multi-use,1,1,0,1,1,0,1,0,5
Jing'an,南汇路34弄21号,20000.0,4,2,2,0,150,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Xuhui,淮海中路1763号,20000.0,2,2,1,0,120,0,public housing,residential,1,1,0,0,0,0,0,0,2
Xuhui,五原路52号,20000.0,2,1,1,0,90,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,五原路84弄8号,20000.0,3,2,2,0,85,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,永嘉路527弄4号,20000.0,2,2,1,0,100,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Changning,安福路250弄1号,20000.0,2,2,1,0,110,0,detached lane house,residential,1,1,0,0,0,1,1,0,4
Changning,新华路413弄,20000.0,2,2,2,0,110,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,岳阳路25号,20000.0,2,2,1,0,80,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,茂名南路40号,20000.0,2,2,2,0,120,0,detached lane house,residential,1,1,0,0,1,1,0,0,4
Jing'an,胶州路293弄4号,20000.0,3,1,3,0,120,1,attached lane house,residential,1,1,1,1,1,0,0,0,5
Xuhui,陕西南路222弄,21000.0,5,2,2,0,120,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,武康路湖南路,21000.0,1,1,1,0,90,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Pudong,南六公路99弄,21000.0,4,2,4,0,447,1,villa,residential,0,1,0,0,1,1,0,0,3
Xuhui,汾阳路911号,21000.0,2,1,1,0,100,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,五原路50弄6号,21000.0,2,2,2,0,110,0,detached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,福山路102弄8,21000.0,2,1,1,0,70,1,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,五原路270弄3号,21800.0,2,2,1,0,100,0,detached lane house,residential,1,1,1,0,1,0,0,1,5
Xuhui,五原路270弄4号,21800.0,2,2,2,0,90,0,detached lane house,residential,1,1,1,0,0,0,0,0,3
Xuhui,永嘉路580弄27号,21800.0,2,2,2,0,130,0,attached lane house,multi-use,1,1,0,0,1,0,1,0,4
Jing'an,武定西路1267弄,21800.0,2,2,2,1,130,0,detached lane house,residential,1,0,0,0,1,1,1,1,5
Xuhui,湖南路20弄7号,22000.0,2,1,1,0,150,1,attached lane house,multi-use,0,1,0,0,0,0,1,0,2
Huangpu,重庆南路16号,22000.0,3,2,1,1,120,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,淮海中路1200弄1号,22000.0,2,2,2,0,120,0,attached lane house,residential,1,1,0,1,0,1,0,0,4
Xuhui,五原路50弄,22000.0,3,2,1,0,100,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,高安路97号,22000.0,2,2,2,0,90,0,attached lane house,multi-use,1,0,0,0,1,1,0,0,3
Changning,安化路175号,22000.0,2,2,2,0,110,1,public housing,residential,1,1,0,1,1,0,1,1,6
Xuhui,永嘉路580弄,22000.0,3,2,2,0,100,0,attached lane house,multi-use,1,0,0,0,1,1,0,0,3
Jing'an,升平路79弄15号,22000.0,2,2,2,0,80,0,attached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,淮海中路1857弄,22000.0,2,2,2,1,100,0,detached lane house,multi-use,1,1,0,1,0,0,1,0,4
Huangpu,陕西南路271弄5号,22000.0,3,1,2,0,110,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,建国西路211弄8号,22000.0,2,2,2,0,130,0,public housing,residential,1,0,0,0,1,1,1,0,4
Xuhui,长乐路245号,22000.0,2,2,2,1,100,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,长乐路245号,22000.0,2,2,2,1,100,0,public housing,residential,1,1,0,0,0,0,1,0,3
