,Unnamed: 0,district,complex_name,rental_period,use_type,building_type,floor,layout,sqmeters,address,price,amenities,descript,address_translate
9434,9434,长宁-中山公园,,长租,住宅,老公房,*/6层,2室1厅1卫,60平米,天山路1890弄31号,9800.0,"['', '空调', '独卫', '阳台']","['小区幽静', '穿过天山公园2分钟到延安西路地铁站', '精装', '全新断桥铝大窗', '采光好', '全新家电', '部队小区', '停车方便', '谢绝境外人士']",天山路1890弄31号
9435,9435,嘉定-丰庄,住嘉佳园,长租,住宅,,*/7层,2室1厅1卫,30平米,丰庄北路5号5弄5号住嘉佳园,3500.0,['户外空间'],"['13号线丰庄地铁口500米一室户独卫一楼带花园新出来的好房', '带空旷大花园闲暇时候可以种种花草', '种种自己喜爱的菜', '下棋喝茶', '十三号线丰庄路站', '真北路站周边房源', '单间出租1k', '真北路至丰庄内环外环以内圈繁华地段', '交通便利', '配套成熟', '安全性高', '微信号', '设备应有尽有', '房源多多', '不收任何中介费', '添加微信']",丰庄北路5号
9438,9438,浦东-南码头,济阳二村,长租,住宅,,*/6层,2室1厅1卫,65平米,耀华路550弄3号济阳二村,7000.0,"['户外空间', '', '空调', 'WIFI', '阳台', '独卫']","['位置', '耀华路500弄', '户型', '三室两厅两卫密码锁', '带看方便', '提前预约即可']",耀华路550弄3号
9439,9439,浦东-塘桥,南泉公寓北1门,长租,住宅,,*/22层,3室2厅2卫,96平米,峨山路500弄2号南泉公寓北1门,11800.0,"['浴缸', '', '空调', '独卫', '阳台', 'WIFI']","['位置', '峨山路500弄2号', '户型', '三室两厅两卫密码锁', '带看方便', '提前预约即可']",峨山路500弄2号
9440,9440,浦东-塘桥,,长租,住宅,,*/6层,2室1厅1卫,42平米,南泉路1250弄1号南泉小区南泉路,8000.0,"['', '空调', '独卫', '阳台', 'WIFI', '户外空间']","['位置', '南泉路1250弄7号', '户型', '两室一厅一卫密码锁', '带看方便', '提前预约即可']",南泉路1250弄1号
9441,9441,静安-不夜城,五月花都荟贤居,长租,住宅,,整栋,1室1厅1卫,64平米,芷江西路386号五月花都荟贤居,12000.0,"['户外空间', '', '', '空调']","['1', '房间装修考究', '家具齐全', '为您配备了冰箱', '洗衣机', '中央空调等各种生活家电', '您可以享受免费上网和网络电视', '同时为您提供床上用品和各种生活用品', '您可以拎包入住', '2', '每月我们免费赠送您4次保洁', '为您更换新的床上用品', '公寓楼内全天安保', '包物业', '地下车库车位充足', '电梯直达方便快捷', '3', '临近1号地铁中山北路地铁站300米', '步行5分钟', '周边交通四通八达', '方便您的出行', '4', '公寓周边服务设施齐全', '五月花生活广场', '乐天玛特大型生活服务购物中心', '吃喝玩乐一应俱全', '周边建设银行', '工商银行', '兴业银行', '等环绕林立', '满足您的金融服务需要']",芷江西路386号
9444,9444,徐汇-老法租界,信和别墅,长租,住宅/工作室,新式里弄,*/3层,3室2厅2卫,85平米,五原路84弄8号,20000.0,"['户外空间', '']","['五原路新里洋房3楼带小露台', '区域', '老法租界', '住家或静态简单工作室', '看房方便', '提前1小时联系', 'old', 'lanehouse', '3F', 'wuyuan', 'rd', '3', '2', '2', '85sqm']",五原路84弄8号
9445,9445,杨浦-黄兴公园,中能八号,长租,住宅,,整栋,2室2厅1卫,128平米,安波路467弄2206号中能八号,13800.0,"['', '空调', '户外空间', 'WIFI', '独卫']","['德系奢装准现房', '高端品牌云集', '可拎包入住', '硬件标准5K', '7K一平打造奢侈精装公寓', '采用进口大理石', '赫曼的高端一体厨卫', '西门子厨电', '科勒卫浴', '大金中央空调等一线家装品牌', '独立新风系统', '可视对讲', '双面隔音玻璃', '三星电子锁等科技细节一应俱全', '倾力打造大都市舒适人居典范', '1', '露天会所', '享受休闲平台', '配备近1000平方空中露天会所及健身会所', '集休闲', '会客', '娱乐为一体', '以国际化的人居理念', '为租客打造专属制定休闲空间', '并且会所提供租客免费使用', '2', '公寓专属停车厂', '解决您的出行停车方便', '3', '公寓24小时保安', '无死角闭路电视', '时刻保证您的出行安全', '4', '服务管家24小时随时服务', '保证您的随时需求', '5', '每周1到2次专业保洁公司清扫', '保障舒适居住环境']",安波路467弄2206号
9457,9457,黄浦-打浦桥,办公商务楼,长租,住宅,新式里弄,*/2层,1室1厅1卫,30平米,思南路97号,6500.0,"['独卫', '阳台']","['个人转租', '原合同到2020', '3', '25', '合同需签到原合同结束日期', '原价转让', '付二压二', '合同到期后直接和二房东续约', '附近田子坊', '日月光', '思南公馆', '瑞金医院', '新天地步行可达', '轨交9号线', '10号线', '13号线', '看房提前预约', '微信同号', '平时工作原因可能无法经常接听中介电话', '电话没有及时接听可以加我微信沟通']",思南路97号
9476,9476,长宁-中山公园,,长租,住宅/工作室,老公房,*/2层,1室1厅1卫,45平米,武夷路519弄54号,5500.0,"['独卫', '阳台', '', '空调', '户外空间']","['中山公园精装1房', '武夷路519弄54号201', '武夷路近凯旋路', '面积45平', '带20平阁楼', '4平米露台', '户外空间较大', '周边环境舒适', '方便停车', '看房随时', '微信预约']",武夷路519弄54号
9477,9477,黄浦-淮海中路,中古vintage,长租,住宅,新式里弄,*/2层,1室1厅1卫,25平米,进贤路156弄2号,4500.0,"['独卫', '', '空调']",['看房到南昌路125号永瑞实业102室借钥匙'],进贤路156弄2号
9478,9478,静安-静安寺,汾阳坊,长租,住宅,新式里弄,*/3层,2室2厅2卫,120平米,延安中路540弄10号汾阳坊,15000.0,[''],"['涉外装修', '老洋房环境优美']",延安中路540弄10号
9483,9483,徐汇-徐家汇,振兴小区,长租,住宅,老公房,*/6层,1室1厅1卫,38平米,东安路184弄184号振兴小区,7200.0,"['独卫', '空调', '']","['1', '地段好', '核心区域', '商业配套齐全', '适合居住', '2', '品质好', '房子美观清爽', '房型方正得房率高', '3', '交通方便', '地铁', '4', '房东诚意', '房东希望尽快出租', '诚意客户可立刻签订合同', '5', '市场行情', '该小区空置情况很少', '到期的房源很快就被租出去了', '有需要的客户务必抓紧时间', '6', '物业到位', '规范化的物业管理', '周边环境整洁', '不同价位的都有', '独立厨房', '独立卫浴的都有']",东安路184弄184号
9486,9486,浦东-洋泾,亚龙国际大厦,长租,住宅,,*/16层,1室1厅1卫,40平米,崮山路路688弄688号亚龙国际大厦,5600.0,"['独卫', '', '空调', 'WIFI', '户外空间']","['Normal', '0', '7', '8', '磅', '0', '2', 'false', 'false', 'false', 'EN', 'US', 'ZH', 'CN', 'X', 'NONE', 'Style', 'Definitions', 'table', 'MsoNormalTable', 'mso', 'style', 'name', '普通表格', 'mso', 'tstyle', 'rowband', 'size', '0', 'mso', 'tstyle', 'colband', 'size', '0', 'mso', 'style', 'noshow', 'yes', 'mso', 'style', 'priority', '99', 'mso', 'style', 'parent', 'mso', 'padding', 'alt', '0cm', '5', '4pt', '0cm', '5', '4pt', 'mso', 'para', 'margin', '0cm', 'mso', 'para', 'margin', 'bottom', '0001pt', 'mso', 'pagination', 'widow', 'orphan', 'font', 'size', '10', '5pt', 'mso', 'bidi', 'font', 'size', '11', '0pt', 'font', 'family', 'Calibri', 'sans', 'serif', 'mso', 'ascii', 'font', 'family', 'Calibri', 'mso', 'ascii', 'theme', 'font', 'minor', 'latin', 'mso', 'hansi', 'font', 'family', 'Calibri', 'mso', 'hansi', 'theme', 'font', 'minor', 'latin', 'mso', 'bidi', 'font', 'family', 'Times', 'New', 'Roman', 'mso', 'bidi', 'theme', 'font', 'minor', 'bidi', 'mso', 'font', 'kerning', '1', '0pt', '一', '配套成熟', '门店毗邻乐坊生活广场', '羽山路休闲体育广场', '名门休闲购物中心', '证大大拇指广场', '联洋生活广场等', '周边生活配套设施丰富齐全', '二', '交通便利', '紧邻地铁6号线', '北洋泾路站', '出门就有公交车站130路', '59路', '977路', '浦东22路', '隧道三线', '距离东方明珠及陆家嘴金融中心地铁5站15分钟', '三', '多样房型', '25', '50平米多种户型任君选择', '户型设计宽敞', '多功能馈赠空间', '在有限空间实现了居住梦想的放大', '每间房间阳光无遮挡', '视野开阔', '让您的居家生活丰富多彩', '四', '贴心服务', '专业管家', '每日都会有公寓管家值班', '随时为您服务', '并定期举行公寓活动', '专业保洁', '保洁阿姨每天打扫公共区域卫生', '保证入住环境清洁', '五', '专业管理', '24小时全方位的', '系统', '出入口电子门禁系统', '高安全保障', '使您住的放心', '生活安心', '欢迎有意向的小伙伴前来', '专业友好的客服将解答您的一切疑虑']",崮山路路688弄688号
9487,9487,长宁-中山公园,,长租,住宅,老公房,整栋,1室1厅1卫,48平米,华阳路路172弄10号,6500.0,"['', '空调', '阳台', '独卫']","['位于中山公园附近', '距离江苏路地铁站400米不到', '一房一厅', '所有照片实图拍摄', '已空关', '看房随时']",华阳路路172弄10号
9489,9489,杨浦-黄兴公园,硕和商务大厦,长租,住宅,,整栋,2室2厅1卫,110平米,营口路846号硕和商务大厦,14000.0,"['户外空间', '', '', '空调']","['中能八号公馆', '8号线黄兴公园', '翔殷路站', '商场或超市', '五角场商圈', '硕和商业广场', '欧尚', '大润发', '学校', '中小学', '上海理工附小', '控江中学控江久慧高级中学', '上海外国语大学附属双语学校', '租金含物业费', '100兆电信网络', '发票', '保洁等服务', '24小时管家服务', '小区自带会所', '健身房等', '房间所有家具家电都由开发商统一配置及采购', '装修和配置标准达到7K至8K', '这样的生活配置条件您还犹豫吗']",营口路846号
9490,9490,杨浦-五角场,中能八号公馆,长租,住宅,,*/14层,2室1厅1卫,110平米,安波路467弄4号中能八号公馆,13500.0,"['', '', '空调']","['标题', '毗邻高尔夫', '五角场1000米奢装好房', '非诚勿扰', '房源描述', '中能八号公馆', '地段', '杨浦中心', '地铁8号线翔殷路', '靠近高架', '交通四通八达', '200米到黄兴公园', '公园设有高尔夫球场', '篮球', '羽毛球', '搏击运动中心等多项户外及室内运动场所', '为您的健康生活提供多便利', '风景园绿茵遍地', '湖畔波光粼粼', '空气清新', '景色宜人', '是您休闲散步的绝佳去处', '1000米到五角场休闲娱乐中心', '汇聚合生汇', '万达广场', '百联又一城等大牌休闲娱乐中心', '吃喝玩乐衣食住行应有尽有', '公寓环境', '开发商以国际化的人居理念倾心打造', '独栋公寓', '24小时管家式服务', '前台服务周到', '让您宾至如归', '专业工程部随时待命解决您的后顾之忧', '消防安全过硬', '配备7部电梯', '全公寓无死角监控设备', '保障您的居家安全', '另外公寓楼内有户外天台', '免费健身', '配套生活设施齐备', '室内装修', '7', '8K', '平米的装修规格', '为您的房间配备了智能门锁', '进口大理石地板', '德系奢华家居装潢', '天然气灶', '节能天然气供能型热水器', '全套家具家电', '可以拎包入住', '看房随时', '即来即住']",安波路467弄4号
9491,9491,杨浦-五角场,法朵服务公寓,长租,住宅,,整栋,2室2厅1卫,110平米,安波路467弄22号法朵服务公寓,13700.0,"['户外空间', '', '', '空调']","['中能八号公馆', '地段', '杨浦中心', '地铁8号线翔殷路', '靠近高架', '交通四通八达', '200米到黄兴公园', '公园设有高尔夫球场', '篮球', '羽毛球', '搏击运动中心等多项户外及室内运动场所', '为您的健康生活提供多便利', '风景园绿茵遍地', '湖畔波光粼粼', '空气清新', '景色宜人', '是您休闲散步的绝佳去处', '1000米到五角场休闲娱乐中心', '汇聚合生汇', '万达广场', '百联又一城等大牌休闲娱乐中心', '吃喝玩乐衣食住行应有尽有', '公寓环境', '开发商以国际化的人居理念倾心打造', '独栋公寓', '24小时管家式服务', '前台服务周到', '让您宾至如归', '专业工程部随时待命解决您的后顾之忧', '消防安全过硬', '配备7部电梯', '全公寓无死角监控设备', '保障您的居家安全', '另外公寓楼内有户外天台', '免费健身', '配套生活设施齐备', '室内装修', '7', '8K', '平米的装修规格', '为您的房间配备了智能门锁', '进口大理石地板', '德系奢华家居装潢', '天然气灶', '节能天然气供能型热水器', '全套家具家电', '可以拎包入住', '看房随时', '即来即看']",安波路467弄22号
9492,9492,普陀-真如,真北二街坊,长租,住宅/工作室,老公房,*/6层,1室1厅1卫,41平米,大渡河路2030弄6号真北二街坊,3500.0,"['', '空调', '独卫', '阳台']","['建筑面积40', '68平方米5', '6南', '交通', '地铁11线上海西站', '136', '838', '724', '856', '551', '742', '129', '01', '966', '944', '周围有家乐福真北店', '真北乐购', '敬老院', '宏康医院', '体育馆', '大学', '同济大学', '沪西校区', '上海交通职业技术学院', '西校区', '中小学', '上海市普陀区金洲小学', '普陀中学', '真如三小', '上海市真北中学', '曹杨青少年体校', '铜川中学', '晋元高级中学幼儿园', '真如镇爱心托儿所附属幼儿园', '上海市普陀区满天星幼儿园商场', '家乐福', '真北乐购邮局', '中国邮政火车西站邮政所', '市西区局', '中国邮政铁道大学邮政所银行', '中国工商银行', '中国建设银行', '农业银行', '招商银行', '电话预约看房', '空房']",大渡河路2030弄6号
9498,9498,浦东-塘桥,上海绿城,长租,住宅,,*/16层,3室2厅2卫,150平米,锦和路99弄68号上海绿城,18500.0,"['浴缸', '户外空间', '']",['高档小区环境优美生活设施齐全'],锦和路99弄68号
9499,9499,嘉定-安亭,国寓酒店公寓,长租,住宅,,*/4层,1室0厅1卫,18平米,曹安公路路4671弄1号国寓酒店公寓,1512.0,"['', '空调', 'WIFI', '独卫']","['font', 'face', 'font', 'family', 'Times', 'New', 'Roman', 'font', 'face', 'font', 'family', '宋体', 'font', 'face', 'font', 'family', 'Calibri', 'font', 'face', 'font', 'family', 'Arial', 'p', 'MsoNormal', 'mso', 'style', 'name', '正文', 'mso', 'style', 'parent', 'margin', '0pt', 'margin', 'bottom', '0001pt', 'mso', 'pagination', 'none', 'text', 'align', 'justify', 'text', 'justify', 'inter', 'ideograph', 'font', 'family', 'Calibri', 'mso', 'fareast', 'font', 'family', '宋体', 'mso', 'bidi', 'font', 'family', 'Times', 'New', 'Roman', 'font', 'size', '10', '5000pt', 'mso', 'font', 'kerning', '1', '0000pt', 'p', 'p', 'mso', 'style', 'name', '普通', '网站', 'margin', 'top', '5', '0000pt', 'margin', 'right', '0', '0000pt', 'margin', 'bottom', '5', '0000pt', 'margin', 'left', '0', '0000pt', 'mso', 'margin', 'top', 'alt', 'auto', 'mso', 'margin', 'bottom', 'alt', 'auto', 'mso', 'pagination', 'none', 'text', 'align', 'left', 'font', 'family', 'Calibri', 'mso', 'fareast', 'font', 'family', '宋体', 'mso', 'bidi', 'font', 'family', 'Times', 'New', 'Roman', 'font', 'size', '12', '0000pt', 'span', 'msoIns', 'mso', 'style', 'type', 'export', 'only', 'mso', 'style', 'name', 'text', 'decoration', 'underline', 'text', 'underline', 'single', 'color', 'blue', 'span', 'msoDel', 'mso', 'style', 'type', 'export', 'only', 'mso', 'style', 'name', 'text', 'decoration', 'line', 'through', 'color', 'red', 'page', 'mso', 'page', 'border', 'surround', 'header', 'no', 'mso', 'page', 'border', 'surround', 'footer', 'no', 'page', 'Section0', 'div', 'Section0', 'page', 'Section0', '全新豪华装修', '冰箱', '滚筒洗衣机', '微波炉', '电饭煲', '电磁炉', '抽油烟机', '净水器', '液晶3D网络电视机全新全配独立使用', '带独立卫生间', 'TOTO马桶', '输密码防盗门', '刷身份证进入防盗门', '实木地板', '乳白色双层窗帘', '高档吊灯', '精美挂画', '高档组合家具', '席梦丝床', '独立宽带', '五星级酒店装修', '宜家装修']",曹安公路路4671弄1号
9500,9500,徐汇-建国西路,老洋房,长租,住宅,老洋房,*/2层,1室2厅2卫,90平米,建国西路611号老洋房,20000.0,"['暖气', '', '独卫', '空调', 'WIFI', '户外空间', '阳台']","['法租界中心地段老洋房', '近安亭路', '波兰领事馆斜对面', '涉外新装修', '复式', '厅挑高7', '10米', '格局大气', '一栋四户', '共用花园100平米']",建国西路611号
9501,9501,黄浦-打浦桥,,长租,住宅,老洋房,整栋,3室2厅2卫,150平米,延安中路545弄15号明德里延安中路,20000.0,"['独卫', '浴缸', '户外空间', '阳台', 'WIFI', '', '', '空调']","['租客转租', '诚意出租', '可以签三年', '装修精致', '有阳台', '看房方便']",延安中路545弄15号
9510,9510,静安-静安寺,0100,长租,住宅/工作室,老洋房,整栋,6室2厅3卫,350平米,胶州路149弄100号0100,98000.0,"['暖气', '浴缸', '户外空间', '', '', '空调']","['北京西路胶州路', '静安寺久光百货走过去5分钟', '三层三开间洋房', '350平房间', '150平院子', '租金9', '8万', '轻办公为主']",胶州路149弄100号
9514,9514,静安,古福新村,长租,住宅,新式里弄,整栋,2室1厅1卫,47平米,富民路22弄10号古福新村,9600.0,[],"['1', '配套成熟', '门店毗邻大型百货', '大润发', '家乐福', '大型绿地公园', '大型美食城', '美容美发', '健身等一应俱全', '2', '品质精装', '空调', '电视', '冰箱', '洗衣机', '脱排油烟机等品牌家电', '24热水供应及独立卫浴', '独立开放式厨房', '使您入住舒享健康生活', '3', '交通便利', '地铁7号线', '2号线静安寺站']",富民路22弄10号
9515,9515,长宁,长虹,长租,住宅,老公房,*/6层,3室1厅1卫,80平米,虹桥路996弄61号长虹,10800.0,"['', '空调', '独卫', '阳台']","['此小区环境优美现在上海市在评文明小区', '小区出行方便', '多条公交线路', '虹桥路地铁站3', '4', '10号线步行五分钟', '到徐家汇港汇广场距离2公里', '宜山路家乐福一站路', '此房房东花了很多心事来装修的', '家具家电全部配齐', '拎包入住', '看房基本都很方便的', '房东对客户有要求的', '高级白领和老外', '不租给黑人']",虹桥路996弄61号
9517,9517,徐汇-老法租界,世界花园别墅,长租,住宅/工作室,老洋房,*/3层,1室2厅1卫,75平米,泰安路76弄76号,15500.0,"['户外空间', '', '', '空调', '独卫', '阳台', 'WIFI']","['法租界地址泰安路86号201室', '从泰安路76弄进去', '随时看房提前15分钟打电话']",泰安路76弄76号
9518,9518,静安-南京西路,大华,长租,住宅,新式里弄,*/6层,2室2厅1卫,135平米,南京西路868号大华,23800.0,[''],"['物业位于南京西路868号', '百年经典大华公寓', '地理位置', '周边设施配置无须多说', '超大房型', '全屋墙暖', '报价', '家具看中可配', '看房预约电话']",南京西路868号
9520,9520,黄浦-淮海中路,中古vintage,长租,住宅,新式里弄,*/3层,1室1厅1卫,12平米,进贤路156弄3号,5500.0,"['独卫', '', '空调']",['看房到南昌路125号永瑞实业102室借钥匙'],进贤路156弄3号
9521,9521,黄浦-淮海中路,元昌里,长租,住宅,新式里弄,*/3层,1室2厅1卫,60平米,雁荡路56弄29号,8200.0,[''],['看房到南昌路125号永瑞实业102室借钥匙'],雁荡路56弄29号
9523,9523,徐汇-建国西路,陕西南路洋房,长租,住宅/工作室,老洋房,*/3层,1室1厅1卫,60平米,陕西南路548弄1号,9500.0,[],"['随时可以起租', '目前空关状态', '厨卫都在房间里面', '带七个平方露台', '是整栋最好的一间', '独栋小院', '环境非常好']",陕西南路548弄1号
9529,9529,长宁-中山公园,五环大楼,长租,住宅,老洋房,*/1层,1室2厅1卫,45平米,武夷路9号,8800.0,"['空调', '户外空间', '', 'WIFI']","['中山公园边上', '龙子梦', '地铁2', '3', '4号方便有天井', '闹中取静', '名人故居']",武夷路9号
9534,9534,虹口,新外滩花苑,长租,住宅,,*/12层,2室1厅1卫,120平米,东大名路888弄2号新外滩花苑,18666.0,[],"['位置', '东大名路888弄', '户型', '二室零厅一卫', '产品', '嗨居8', '0', '家具家电全配', '精装修', '密码锁', '带看方便', '可提前预约']",东大名路888弄2号
9535,9535,嘉定-安亭,,长租,住宅,,*/4层,1室0厅1卫,22平米,曹安公路4671弄4671号,1872.0,"['', '空调', '独卫', 'WIFI']","['公寓简介', '全新豪华装修', '冰箱', '滚筒洗衣机', '微波炉', '电饭煲', '电磁炉', '抽油烟机', '净水器', '液晶3D网络电视机全新全配独立使用', '带独立卫生间', 'TOTO马桶', '输密码端防盗门', '刷身份证进入防盗门', '实木地板', '乳白色双层窗帘', '高档吊灯', '精美挂画', '高档组合家具', '席梦丝床', '独立10兆宽带', '拎包入住', '公寓服务', '无线网有线电视', '前台可代收发快递', '前台提供免费叫外卖', '每天有保洁人员打扫卫生', '前台24小时管家式服务随叫随到', '独一室户', '独立不锈钢防盗门', '密码进入']",曹安公路4671弄4671号
9536,9536,虹口,,长租,住宅,,*/4层,1室0厅1卫,18平米,霍山路69弄69号,2080.0,"['空调', '独卫', 'WIFI']","['全新豪华装修', '复式两层', '24小时供热水', '热水壶', '空调', '衣柜', '凳子全自动洗衣机', '液晶3D网络电视机全新全配', '带独立卫生间', 'TOTO马桶', '刷卡防盗门', '实木地板', '乳白色双层窗帘', '高档吊灯', '精美挂画', '高档家具', '席梦丝床', '独立10兆光纤', '五星级酒店装修', '宜家装修']",霍山路69弄69号
9537,9537,静安-不夜城,都荟贤居,长租,住宅,,*/12层,1室1厅1卫,62平米,普善横路37弄37号都荟贤居,12000.0,"['', '空调', '']",['提前预约'],普善横路37弄37号
9543,9543,徐汇-老法租界,,长租,住宅,老洋房,*/3层,1室2厅1卫,50平米,宛平路10弄14号,9000.0,"['户外空间', '']","['本房源位于宋庆龄故居旁', '紧靠武康路', '淮海中路', '为法租界核心地段', '生活便利', '全朝南套房', '带阳台', '老洋房二层采光好']",宛平路10弄14号
9549,9549,静安-南京西路,中华新村,长租,住宅,新式里弄,整栋,5室2厅2卫,300平米,泰兴路445弄6号中华新村,60000.0,"['暖气', '浴缸', '', '空调']","['地址', '泰兴路445弄', '房屋信息', '300平方', '5', '1室', '大阳台', '全新明亮装修', '全屋地暖', '开放式厨房', '家具齐全', '配套家电', '冰箱', '空调', '洗碗机', '洗衣机', '烘干机', '烤箱等', '报价', '居家', '元', '月', '轻办公', '元', '月', '物业发票全佣', '看房提前一天预约', '电话']",泰兴路445弄6号
9557,9557,杨浦-黄兴公园,中能8号,长租,住宅,,*/16层,2室1厅1卫,120平米,安波路467弄1号中能8号,13500.0,"['浴缸', '户外空间', '', '空调']","['标题', '毗邻高尔夫', '五角场1000米奢装好房', '非诚勿扰', '房源描述', '中能八号公馆', '地段', '杨浦中心', '地铁8号线翔殷路', '靠近高架', '交通四通八达', '200米到黄兴公园', '公园设有高尔夫球场', '篮球', '羽毛球', '搏击运动中心等多项户外及室内运动场所', '为您的健康生活提供多便利', '风景园绿茵遍地', '湖畔波光粼粼', '空气清新', '景色宜人', '是您休闲散步的绝佳去处', '1000米到五角场休闲娱乐中心', '汇聚合生汇', '万达广场', '百联又一城等大牌休闲娱乐中心', '吃喝玩乐衣食住行应有尽有', '公寓环境', '开发商以国际化的人居理念倾心打造', '独栋公寓', '24小时管家式服务', '前台服务周到', '让您宾至如归', '专业工程部随时待命解决您的后顾之忧', '消防安全过硬', '配备7部电梯', '全公寓无死角监控设备', '保障您的居家安全', '另外公寓楼内有户外天台', '免费健身', '配套生活设施齐备', '室内装修', '7', '8K', '平米的装修规格', '为您的房间配备了智能门锁', '进口大理石地板', '德系奢华家居装潢', '天然气灶', '节能天然气供能型热水器', '全套家具家电', '可以拎包入住', '看房随时']",安波路467弄1号
9558,9558,黄浦-淮海中路,元昌里,长租,住宅,老洋房,*/3层,1室1厅1卫,45平米,雁荡路56弄26号元昌里,8500.0,"['户外空间', '']","['看房提前联系', '在民宿']",雁荡路56弄26号
9560,9560,徐汇-老法租界,兴国鸣园,长租,住宅,老洋房,*/3层,1室2厅1卫,75平米,泰安路86弄86号,15000.0,"['浴缸', '户外空间', '', '', '空调', '独卫', '阳台', 'WIFI']","['法租界泰安路86号从泰安路76弄进去', '2楼边套', '朝南厅特别大', '比较合适老外客户', '看房随时有钥匙']",泰安路86弄86号
9561,9561,浦东,德州四村,长租,住宅,,*/6层,1室0厅1卫,35平米,成山路24弄112号德州四村,5200.0,['浴缸'],"['位置', '成上路24弄', '户型', '一室零厅一卫', '产品', '嗨居8', '0', '家具家电全配', '精装修', '密码锁', '带看方便', '可提前预约']",成山路24弄112号
9563,9563,徐汇-老法租界,兴武社区,长租,住宅,老公房,*/5层,1室2厅1卫,60平米,泰安路27弄4号,10500.0,[],"['泰安路近武康路', '闹中取静', '法租界', '两房一厅一卫', '60平', '报价10500', '地铁10', '11号线步行5分钟', '看房方便', '看房联系电话']",泰安路27弄4号
9565,9565,静安-静安寺,驰翰别墅,长租,住宅/工作室,新式里弄,*/3层,1室1厅1卫,60平米,巨鹿路616号,9000.0,"['户外空间', '']","['巨鹿路老房子3楼', '整层只有一户人家', '室内30平', '带一个30平独用大露台', '全新装修', '套内厨卫', '家具电器全配', '随时可以入住', '看中可谈', '欢迎中介朋友推广']",巨鹿路616号
9567,9567,静安,,长租,住宅/工作室,老洋房,*/2层,1室1厅1卫,55平米,延平路220弄9号,9600.0,"['户外空间', '', '空调', '独卫', '阳台']","['1房1厅1卫', '带18平露台', '步行静安寺', '昌平路4分钟', '生活方便', '可居家', '可办公', '寻爱干净客户', '1房1厅1卫', '带18平露台', '步行静安寺', '昌平路4分钟', '生活方便', '可居家', '可办公', '寻爱干净客户']",延平路220弄9号
9572,9572,徐汇,法租界,长租,住宅,老洋房,*/3层,1室1厅1卫,76平米,东湖路56弄53号法租界,11000.0,"['浴缸', '户外空间', '']","['东湖路56弄53号', '老洋房', '东湖宾馆隔壁', '1楼', '2楼小复式', '房型', '1房1厅1卫', '面积', '76平米', '花园面积', '约200平米', '合用', '但相对独立', '室内布局', '1楼为客厅', '开放式厨房及餐厅', '大露台及花园', '2楼卧室', '卫浴室', '大阳台', '5', '月租金', '11000元', '可随时看房', '也可短租', '也可简单办公', '商住']",东湖路56弄53号
9582,9582,黄浦-其他,振华里,长租,住宅,新式里弄,*/3层,1室1厅1卫,60平米,马当路301弄,12800.0,[''],"['Apartment', 'Center', 'Xintiandi', '新天地地铁口零距离', '10', '13号线', '振华里小区南北2房', '作为1房1厅用', '新装修', '随时入住', '位置', '马当路301弄21号203室', '房型', '1房1厅1卫1厨1阳台', '60平', '描述', '小区位于新天地中心', '复兴中路马当路路口', '10', '13号线新天地站门口', '复兴中路对面是新天地时尚', '马当路对面是SOHO复兴广场', '生活极为便利', '并且是上海品相最好的新式里弄之一', '内部十分整洁', '是黄浦区文明示范小区', '房屋内部为现代简约设计', '高品质装修', '欧洲进口地板', '滚筒带烘干洗衣机', '进口冰箱', '优质物业管理', '车位', 'SOHO复兴广场内地下车库', '车位充足', '价格', '12800', '月', '2年起租', '佣金', '100', '个佣', '看房方式', '联系', '沈', '朱', '24小时随时可看', '提前半小时预约即可']",马当路301弄
9585,9585,静安,,长租,住宅/工作室,老洋房,整栋,6室2厅3卫,350平米,胶州路149弄7号,98000.0,[''],"['北京西路胶州路', '整栋花园洋房350平加150平大院子', '诚意客户价格可谈', '静安寺走过去七八分钟', '轻办公为主', '看房随时', '请提前一小时联系']",胶州路149弄7号
9586,9586,徐汇,淮海国际广场-裙楼,长租,住宅/工作室,新式里弄,整栋,3室2厅3卫,230平米,襄阳南路100弄24号,45000.0,[''],"['隔条马路就是环贸', '步行陕西南路地铁口3分钟', '整栋新里', '两百多平', '带个20平阳光房还带超大露台', '居家为主', '轻办公', '看房请提前联系基本都可以看', '目前已有意向客户在谈', '看中价格可小谈']",襄阳南路100弄24号
