,Unnamed: 0,district,complex_name,rental_period,use_type,building_type,floor,layout,sqmeters,address,price,amenities,descript,address_translate
375,375,徐汇-老法租界,尚音小区,长租,住宅,老公房,*/11层,1室2厅1卫,65平米,复兴中路1340弄1号807室,12000.0,"['阳台', '独卫', '空调']","['电梯房', '尚音小区', '电梯房11楼的8楼', '1房2厅带阳台朝南', '南北通', '采光超级好', '上海音乐学院步行约3分钟地铁', '1号线常熟路站', '1', '10', '12号线陕西南路站租金12000元', '50', '佣金']",复兴中路1340弄1号
377,377,徐汇-万体馆,,长租,住宅,,整栋,1室1厅1卫,96平米,陵零路585弄,15800.0,"['', '', '空调', '', '', '', '']","['地铁4号线上海体育馆站步行8分钟', '交通购物便利', '图片实拍', '超大烤箱', '智能密码锁随时看房拎包入住']",陵零路585弄
378,378,浦东-陆家嘴,光辉小区,长租,住宅,老公房,*/6层,1室2厅1卫,56平米,乳山路200弄33号301室,6799.0,"['户外空间', '空调', '独卫', '阳台']","['全新装修', '简洁明亮', '随时看房']",乳山路200弄33号
379,379,徐汇-老法租界,,长租,住宅,新式里弄,*/3层,1室2厅1卫,45平米,高安路69弄12号1楼,8000.0,"['暖气', '空调', '独卫']","['房子靠近1号线衡山路站', '出行非常方便']",高安路69弄12号
381,381,静安-南京西路,爱文新村,长租,住宅/工作室,新式里弄,*/3层,2室1厅1卫,55平米,北京西路1192弄9号101,9500.0,"['空调', '独卫']","['可以居家可以工作室', '租客4月19号到期', '看房提前一天约']",北京西路1192弄9号
382,382,黄浦-老西门,梦花街73弄,长租,住宅,新式里弄,*/3层,1室1厅1卫,20平米,梦花街73弄1号2楼201,4000.0,"['空调', '独卫']",['看房随时'],梦花街73弄1号
386,386,徐汇-老法租界,延庆路82号,长租,住宅,老洋房,*/1层,1室1厅1卫,20平米,延庆路82号底层附楼,5200.0,"['户外空间', '空调', '独卫']","['老法租界腹地延庆路东湖路交界处', '独门独户', '有户外空间', '全屋全新智能家具家电', '静安寺商圈近在咫尺', '巨鹿路', '富民路步行5分钟即到', '适合附近上班白领或情侣入住', '拎包即可入住']",延庆路82号
389,389,徐汇-老法租界,,长租,住宅/工作室,新式里弄,*/3层,1室1厅1卫,35平米,高邮路50弄2号1楼,6800.0,"['户外空间', '空调', '独卫']","['卫生间高度有局限性', '身高不能超过1', '75高度']",高邮路50弄2号
399,399,徐汇-老法租界,,长租,住宅,新式里弄,*/3层,1室2厅1卫,70平米,淮海中路1412弄30号3楼,9800.0,"['独卫', '空调']","['常熟路地铁口', '淮海中路1412弄30号三楼报价9800', '70', '佣金品质洋房三楼朝南大开间loft', '全新装修', '首次出租', '环境优美', '现房随时看', '看房去汾阳路70号迷尔房产借钥匙', '私聊有视频']",淮海中路1412弄30号
402,402,静安-静安寺,,长租,住宅,老洋房,*/2层,1室1厅1卫,40平米,愚园路532弄60号,7500.0,"['空调', '浴缸']","['愚园路532弄60号附楼2楼近乌鲁木齐北路', '花园洋房', '一房一厅一卫', '报价7500元', '五月底空出', '可提前退房', '看房方便']",愚园路532弄60号
403,403,静安-静安寺,巨鹿路861弄,长租,住宅,老洋房,*/4层,1室0厅1卫,40平米,巨鹿路861弄4楼,8500.0,"['浴缸', '独卫', '空调']","['法租界巨鹿路861弄洋房4楼挑高', '6米', '1大间', '1小间储藏间', '独用卫生间', '窗外看到大花园绿树成荫', '鸟语花香', '非常安静', '租金8500元可谈', '4月13日可看房']",巨鹿路861弄4楼
405,405,徐汇-老法租界,,长租,住宅,新式里弄,*/3层,1室1厅1卫,35平米,永康路142弄38号1楼独门进出,4500.0,"['独卫', '空调']","['永康路142弄38号1楼独门进出', '一室户带阳光房厨卫套内一门关', '精装全配', '随时看房']",永康路142弄38号
406,406,徐汇-老法租界,,长租,住宅,老公房,*/6层,2室2厅1卫,100平米,五原路77弄8号,14800.0,"['浴缸', '空调']","['五原路77弄8号201', '2随时看房']",五原路77弄8号
413,413,黄浦-人民广场,,长租,住宅,新式里弄,*/2层,1室1厅1卫,25平米,福州路298号后门2楼,4000.0,"['空调', '独卫']","['租客转租合同价', '看房提前约']",福州路298号
416,416,静安-南京西路,久茂小区,长租,住宅,老公房,*/6层,1室1厅1卫,50平米,陕西北路1249弄,9000.0,"['暖气', '空调', '独卫', '阳台']","['7号线昌平路', '长寿路全新装修', '开放式厨房带吧台']",陕西北路1249弄
421,421,静安-曹家渡,南长小区,长租,住宅,老公房,*/6层,1室2厅1卫,50平米,长宁路155弄30号206室 ,7200.0,"['暖气', '空调', '独卫', '阳台']","['江苏路地铁站7分钟', '两年前装修', '无甲醛困扰', '随时入住']",长宁路155弄30号
425,425,徐汇-老法租界,培兴小区,长租,住宅,,*/6层,2室1厅1卫,20平米,昌平路421弄3号培兴小区,4000.0,"['空调', '户外空间', 'WIFI']","['次卧和另一个女生合租', '整套是2室1厅1厨1卫次卧出租', '随时起租随时看房']",昌平路421弄3号
429,429,长宁-中山公园,汇川路300弄,长租,住宅,老公房,*/7层,1室1厅1卫,30平米,汇川路300弄554号602乙室,7500.0,"['独卫', '阳台', '空调']",['看房随时'],汇川路300弄554号
430,430,黄浦-人民广场,浙江中路118弄,长租,住宅,新式里弄,*/2层,1室1厅1卫,30平米,浙江中路118弄23号202室,5500.0,"['空调', '独卫']","['租客4月10号到期', '看房提前一天约']",浙江中路118弄23号
439,439,徐汇-老法租界,,长租,住宅,老洋房,*/3层,1室1厅1卫,40平米,永嘉路291弄55号201,6800.0,[],"['重新出租', '钥匙在襄阳南路309号科范地产']",永嘉路291弄55号
443,443,徐汇-徐家汇,兴都大楼,长租,住宅,新式里弄,*/12层,2室2厅1卫,120平米,南丹东路18弄18号1201室,11800.0,"['空调', '独卫', '阳台']","['交通方便', '家具全配', '进口带烤箱', '洗碗机', '楼下就是星巴克', '宛平菜市场', '1号线徐家汇地铁站', '4号线体育馆地铁站', '光启城', '港汇']",南丹东路18弄18号
445,445,静安-南京西路,武定坊,长租,住宅,,整栋,1室0厅1卫,39平米,康定路389号305,6300.0,"['户外空间', '空调', '独卫']","['精装全配', '随时看']",康定路389号
450,450,徐汇-老法租界,,长租,住宅,新式里弄,*/3层,1室0厅1卫,35平米,永嘉路166弄4号202室,4500.0,"['独卫', '', '空调', '阳台']","['永嘉路166弄4号202室', '一室户', '套内独用', '装修较新', '使用面积35平米左右', '租金4500元', '看房到周六周日', '提前预约', '4月10日空出']",永嘉路166弄4号
451,451,徐汇-建国西路,建国西路211弄,长租,住宅/工作室,老公房,*/6层,2室1厅1卫,70平米,建国西路211弄9号101室,13000.0,"['空调', '独卫', '阳台', '暖气']",[],建国西路211弄9号
454,454,静安-南京西路,多福里,长租,住宅,老洋房,*/2层,1室1厅2卫,50平米,多福里-延安中路504弄,16500.0,"['暖气', '浴缸', '户外空间', '空调', '独卫', '阳台', 'WIFI']","['邻南京西路太古汇', '淮海路', '人民广场', '历保建筑', '独立小院进出', '1房2卫', 'LOFT', '全屋水地暖', '中央空调', '欢迎推荐']",多福里-延安中路504弄
455,455,静安-南京西路,多福里,长租,住宅/工作室,老洋房,*/2层,1室1厅2卫,50平米,延安中路504弄--多福里,16500.0,"['暖气', '浴缸', '户外空间', '空调', '独卫', '阳台', 'WIFI']","['邻南京西路兴业太古汇', '历保建筑', '1房2卫', 'LOFT', '50平米', '独立小院进出', '全屋水地暖', '中央空调', '看房提前1小时开门', '欢迎推荐']",延安中路504弄--多福里
456,456,黄浦-蓬莱公园,明珠家园,长租,,,整栋,2室2厅1卫,128平米,瞿溪路501弄3号202,14500.0,"['空调', '独卫', '户外空间']","['精装全配', '预约看房']",瞿溪路501弄3号
458,458,黄浦-打浦桥,裕兴大厦,长租,,,整栋,2室2厅2卫,130平米,瑞金南路345弄2号1703室,15500.0,[],"['精装全配', '4', '14号到期搬走', '看房提前约']",瑞金南路345弄2号
461,461,徐汇-老法租界,,长租,住宅,新式里弄,整栋,1室1厅1卫,65平米,高安路6弄,15500.0,"['暖气', '户外空间', '空调', '独卫']","['帮朋友代理', '高安路小整幢', '小木屋', '迷你款', '院子15平独用工作室15500', '住家14000每月']",高安路6弄
462,462,静安-江宁路,,长租,住宅,老公房,*/8层,2室1厅1卫,60平米,海防路559号605,9200.0,"['独卫', '阳台']","['静安寺商圈', '昌平路两房电梯房', '随时看房']",海防路559号
463,463,长宁-江苏路,,长租,住宅,老公房,*/6层,1室2厅1卫,75平米,江苏北路105弄3号104,11800.0,"['暖气', '独卫', '空调']","['近地铁江苏路步行三分钟', '精装一房两厅', '书房首次出租', '品质装修', '价格可谈']",江苏北路105弄3号
464,464,徐汇-徐家汇,柿子湾小区,长租,,,整栋,1室1厅1卫,43平米,宜山路250弄22号101,7300.0,[],"['精装全配', '靠近宜山路地铁站']",宜山路250弄22号
470,470,黄浦-新天地 ,自忠路49号,长租,住宅,新式里弄,*/3层,1室1厅1卫,35平米,自忠路49号后门2楼,6000.0,"['空调', '独卫']","['租客4月15号到期', '看房提前一天约', '能接受时间在约看房']",自忠路49号
471,471,静安-南京西路,,长租,住宅,新式里弄,*/4层,1室1厅1卫,35平米,南京西路591弄101号1楼,5500.0,"['', '', '空调', '', '', '']","['租客4月8号到期', '看房提前约']",南京西路591弄101号
475,475,黄浦-新天地 ,雁荡路55弄,长租,住宅/工作室,新式里弄,*/3层,1室0厅1卫,40平米,雁荡路55弄8号1楼,7800.0,"['空调', '独卫', '阳台']",['全套内一室户'],雁荡路55弄8号
478,478,黄浦-新天地 ,三德坊,长租,住宅,新式里弄,*/3层,1室0厅1卫,25平米,重庆南路39弄4号203室,5300.0,"['空调', '独卫']",['厨卫全套内'],重庆南路39弄4号
479,479,黄浦-新天地 ,三德坊,长租,住宅,新式里弄,*/3层,1室0厅1卫,45平米,重庆南路39弄4号202室,7500.0,"['空调', '独卫']","['朝南大一房', '厨卫全套内']",重庆南路39弄4号
484,484,静安-南京西路,巨鹿路703弄,长租,住宅/工作室,老洋房,*/3层,2室1厅1卫,60平米,巨鹿路703弄8号1楼,11000.0,"['独卫', '空调', '户外空间']","['巨鹿路703弄8号1楼1', '1房一厨一卫', '带15平米院子', '价格11000元', '看房随时']",巨鹿路703弄8号
488,488,静安-南京西路,王家沙花苑,长租,住宅,老洋房,*/3层,1室1厅1卫,40平米,王家沙花苑-北京西路605弄30号103,7500.0,"['暖气', '浴缸', '户外空间', '空调', '独卫', 'WIFI']","['邻南京西路地铁300米', '新里洋房一楼', 'LOFT', '全地暖', '闹中取静', '温馨小家', '看房提前一小时开门', '欢迎推荐']",王家沙花苑-北京西路605弄30号
489,489,黄浦-其他,芝兰坊,长租,住宅,新式里弄,*/2层,1室1厅1卫,20平米,（芝兰坊）陕西南路271弄1号103室,4100.0,"['空调', '独卫']","['陕西南路271弄芝兰坊j1号甲103室', '一楼', '12', '十阁楼8', '厨卫套内独用', '一房一厅复式结构', '只租4100元', '看房到陕西南路287弄2号店铺', '中韵地产', '借钥匙']",（芝兰坊）陕西南路271弄1号
490,490,徐汇-老法租界,正蕃小筑,长租,住宅,新式里弄,*/3层,1室0厅1卫,20平米,永嘉路394号,3500.0,['户外空间'],"['永嘉路394号2楼', '卫生间套内', '独用大露台合用', '月租3500元', '看房提前一天预约']",永嘉路394号
492,492,长宁-新华路,红庄小区,长租,住宅,新式里弄,*/18层,2室1厅1卫,78平米,法华镇路20弄2号1109,12000.0,"['暖气', '空调', '独卫', '阳台']","['交通大学地铁10', '11号线口', '全新精装', '全新家电家具', '带墙暖', '高性价比', '随时可以看房的', '佣金根据租金高低而定']",法华镇路20弄2号
494,494,徐汇-徐家汇,玉兰花苑,长租,住宅,,整栋,2室2厅1卫,115平米,漕溪北路50弄1号1302,13500.0,"['户外空间', '空调']","['玉兰花苑精装全配', '4', '11到期', '看房预约']",漕溪北路50弄1号
496,496,徐汇-老法租界,五原路191号,长租,住宅,老洋房,*/5层,1室1厅1卫,40平米,五原路191号,7999.0,"['空调', '独卫']","['物业坐落于五原路191号近乌鲁木齐中路', '地铁1', '7号线常熟路站10分钟', '地理位置优越', '毗邻五原路商业休闲街', '5', '17空出']",五原路191号
497,497,黄浦-淮海中路,淮海中路697弄,长租,住宅/工作室,老公房,*/3层,2室2厅1卫,90平米,淮海中路697弄14号1楼,13500.0,"['空调', '暖气']","['特价13500元', '淮海中路上钻石级地段', '地铁', '号', '新式里弄房子', '浓浓老上海里弄风情', '看房提前一天约']",淮海中路697弄14号
499,499,黄浦-淮海中路,,长租,住宅,新式里弄,*/3层,1室1厅1卫,77平米,瑞金一路118弄6号1楼,18000.0,"['暖气', '户外空间', '空调', '独卫']","['房屋临近淮海中路不足百米步行3分钟是上海最繁华的商业街之一', '地铁10号线步行5分钟', '物业带一个独用花园', '闹中取静', '限居家', '看房方便']",瑞金一路118弄6号
501,501,静安-南京西路,句容小区,长租,住宅,新式里弄,*/6层,1室1厅1卫,50平米,海防路100弄5号句容小区,6000.0,"['空调', '', '独卫', '阳台', 'WIFI', '户外空间']","['看房', '北欧轻奢风格', '地铁江宁路', '汉中路', '租价高中介费高', '公司打跟进的中介注意小心挨骂', '没客户看中图片别打电话']",海防路100弄5号
504,504,静安-南京西路,王家沙花苑,长租,住宅,老洋房,*/3层,1室1厅1卫,40平米,北京西路605弄30号103王家沙花苑,7500.0,"['暖气', '浴缸', '户外空间', '', '', '空调', '独卫', '阳台', 'WIFI']","['邻南京西路地铁', '兴业太古汇', '静安雕塑公园', '新里洋房一楼', 'LOFT', '全屋地暖', '看房提前1小时', '欢迎推荐']",北京西路605弄30号
505,505,长宁-新华路,田渡小区,长租,住宅,老公房,*/6层,2室2厅1卫,72平米,新华路569弄106支弄13号204,10500.0,"['空调', '独卫', '阳台', 'WIFI', '', '', '', '', '', '', '']","['该房毗邻交通大学及虹桥路站', '闹中取静住宅小区', '近地铁虹桥路站3号4号', '10号线', '精装配置', '品牌家具家电']",新华路569弄106支弄13号
520,520,徐汇-老法租界,东方巴黎霞飞苑1,长租,住宅,,*/37层,3室2厅2卫,128平米,南昌路555弄1a1,32000.0,[],[],南昌路555弄1a1
524,524,黄浦-人民广场,,长租,住宅,老公房,*/5层,2室1厅1卫,45平米,滇池路119号464A室,6000.0,"['独卫', '空调']","['滇池路119号464A室', '4月20号空出', '看房提前一天约']",滇池路119号
535,535,徐汇-老法租界,长华小区,长租,住宅,老洋房,*/3层,1室0厅1卫,22平米,长华小区 华山路803弄8号201室,4200.0,"['', '空调', '独卫', 'WIFI']","['华山路803弄8号201室靠近长乐路', '从长乐路1236弄进出更方便', '旁边有华山医院', '厨卫套内独用', '1', '0', '1', '使用面积22平方米', '租金4200元每月', '看房到华山路785号', '祖铭地产', '借钥匙']",长华小区 华山路803弄8号
537,537,静安-江宁路,,长租,住宅,老公房,*/6层,1室1厅1卫,40平米,昌化路509弄6号303室,7200.0,"['', '空调', '', '', '', '']","['本房精装修半年', '洗烘一体', '42寸液晶电视', '家具齐全']",昌化路509弄6号
544,544,徐汇-老法租界,安福路次沿街,长租,住宅/工作室,老洋房,*/3层,1室1厅1卫,55平米,安福路次沿街2楼,12000.0,"['暖气', '空调', '独卫', '阳台', 'WIFI']","['付佣', '安福次沿街2楼大通间', '55平', '可办公', '住家目前没有家具', '租金1万2Anfu', 'road', 'un', 'studio', '2floors', 'ask', '12K', '看房有钥匙']",安福路次沿街2楼
